Year,State,Period,inventory_colonies,loss_pct,stressor_disease_pct,stressor_other_pct,stressor_pesticides_pct,stressor_pests_pct,stressor_unknown_pct,stressor_varroa_mites_pct
2014,NEW YORK,MARKETING YEAR,60000.0,,,,,,,
2014,NORTH CAROLINA,MARKETING YEAR,12000.0,,,,,,,
2014,NORTH DAKOTA,MARKETING YEAR,490000.0,,,,,,,
2014,OHIO,MARKETING YEAR,15000.0,,,,,,,
2014,OREGON,MARKETING YEAR,71000.0,,,,,,,
2014,PENNSYLVANIA,MARKETING YEAR,17000.0,,,,,,,
2014,SOUTH CAROLINA,MARKETING YEAR,9000.0,,,,,,,
2014,SOUTH DAKOTA,MARKETING YEAR,280000.0,,,,,,,
2014,TENNESSEE,MARKETING YEAR,7000.0,,,,,,,
2014,TEXAS,MARKETING YEAR,116000.0,,,,,,,
2014,UTAH,MARKETING YEAR,29000.0,,,,,,,
2014,VERMONT,MARKETING YEAR,4000.0,,,,,,,
2014,VIRGINIA,MARKETING YEAR,6000.0,,,,,,,
2014,WASHINGTON,MARKETING YEAR,68000.0,,,,,,,
2014,WEST VIRGINIA,MARKETING YEAR,6000.0,,,,,,,
2014,WISCONSIN,MARKETING YEAR,53000.0,,,,,,,
2014,WYOMING,MARKETING YEAR,38000.0,,,,,,,
2015,ALABAMA,APR THRU JUN,,12.0,0.0,3.2,2.3,42.5,4.1,16.7
2015,ALABAMA,FIRST OF APR,7500.0,,,,,,,
2015,ALABAMA,FIRST OF JAN,7000.0,,,,,,,
2015,ALABAMA,FIRST OF JUL,8500.0,,,,,,,
2015,ALABAMA,FIRST OF OCT,8000.0,,,,,,,
2015,ALABAMA,JAN THRU MAR,,26.0,0.0,9.1,2.2,5.4,9.4,10.0
2015,ALABAMA,JUL THRU SEP,,16.0,0.0,2.2,2.6,70.6,17.7,63.1
2015,ALABAMA,MARKETING YEAR,7000.0,,,,,,,
2015,ALABAMA,OCT THRU DEC,,8.0,0.2,2.8,0.2,6.4,1.9,3.1
2015,ARIZONA,APR THRU JUN,,17.0,0.5,28.2,20.1,32.1,0.3,8.4
2015,ARIZONA,FIRST OF APR,33000.0,,,,,,,
2015,ARIZONA,FIRST OF JAN,35000.0,,,,,,,
2015,ARIZONA,FIRST OF JUL,40000.0,,,,,,,
2015,ARIZONA,FIRST OF OCT,36000.0,,,,,,,
2015,ARIZONA,JAN THRU MAR,,13.0,0.1,1.8,0.0,20.5,3.1,26.9
2015,ARIZONA,JUL THRU SEP,,15.0,5.4,7.6,17.3,24.8,5.1,53.5
2015,ARIZONA,MARKETING YEAR,26000.0,,,,,,,
2015,ARIZONA,OCT THRU DEC,,31.0,1.1,0.5,3.5,1.7,15.5,50.1
2015,ARKANSAS,APR THRU JUN,,14.0,7.0,27.4,22.6,63.4,9.3,65.9
2015,ARKANSAS,FIRST OF APR,13500.0,,,,,,,
2015,ARKANSAS,FIRST OF JAN,13000.0,,,,,,,
2015,ARKANSAS,FIRST OF JUL,23000.0,,,,,,,
2015,ARKANSAS,FIRST OF OCT,23000.0,,,,,,,
2015,ARKANSAS,JAN THRU MAR,,11.0,1.5,1.0,3.4,11.4,1.0,17.6
2015,ARKANSAS,JUL THRU SEP,,30.0,0.9,1.8,5.0,32.4,1.4,69.2
2015,ARKANSAS,MARKETING YEAR,24000.0,,,,,,,
2015,ARKANSAS,OCT THRU DEC,,9.0,0.1,8.5,8.2,9.7,0.6,38.1
2015,CALIFORNIA,APR THRU JUN,,10.0,7.8,14.2,23.0,21.5,3.1,50.9
2015,CALIFORNIA,FIRST OF APR,1040000.0,,,,,,,
2015,CALIFORNIA,FIRST OF JAN,1440000.0,,,,,,,
2015,CALIFORNIA,FIRST OF JUL,730000.0,,,,,,,
2015,CALIFORNIA,FIRST OF OCT,750000.0,,,,,,,
2015,CALIFORNIA,JAN THRU MAR,,15.0,3.0,6.5,7.5,7.2,2.8,24.7
2015,CALIFORNIA,JUL THRU SEP,,10.0,12.5,15.0,19.6,20.4,4.7,39.9
2015,CALIFORNIA,MARKETING YEAR,275000.0,,,,,,,
2015,CALIFORNIA,OCT THRU DEC,,12.0,6.2,10.5,11.7,12.7,7.3,37.3
2015,COLORADO,APR THRU JUN,,8.0,4.6,3.4,2.8,1.8,6.6,38.6
2015,COLORADO,FIRST OF APR,12000.0,,,,,,,
2015,COLORADO,FIRST OF JAN,3500.0,,,,,,,
2015,COLORADO,FIRST OF JUL,29000.0,,,,,,,
2015,COLORADO,FIRST OF OCT,24000.0,,,,,,,
2015,COLORADO,JAN THRU MAR,,12.0,1.8,2.6,0.6,0.9,5.9,14.6
2015,COLORADO,JUL THRU SEP,,15.0,2.7,3.7,16.5,1.5,2.7,50.5
2015,COLORADO,MARKETING YEAR,29000.0,,,,,,,
2015,COLORADO,OCT THRU DEC,,10.0,21.2,8.4,19.7,24.4,1.8,47.6
2015,CONNECTICUT,APR THRU JUN,,3.0,1.9,1.0,0.8,0.4,0.7,10.2
2015,CONNECTICUT,FIRST OF APR,3000.0,,,,,,,
2015,CONNECTICUT,FIRST OF JAN,3900.0,,,,,,,
2015,CONNECTICUT,FIRST OF JUL,3700.0,,,,,,,
2015,CONNECTICUT,FIRST OF OCT,3200.0,,,,,,,
2015,CONNECTICUT,JAN THRU MAR,,22.0,0.0,21.2,0.0,1.4,2.4,2.5
2015,CONNECTICUT,JUL THRU SEP,,1.0,0.4,7.8,1.5,1.2,0.0,39.3
2015,CONNECTICUT,OCT THRU DEC,,7.0,0.5,3.4,1.1,1.7,2.0,10.5
2015,FLORIDA,APR THRU JUN,,16.0,2.7,13.6,17.7,26.4,5.4,44.2
2015,FLORIDA,FIRST OF APR,210000.0,,,,,,,
2015,FLORIDA,FIRST OF JAN,305000.0,,,,,,,
2015,FLORIDA,FIRST OF JUL,164000.0,,,,,,,
2015,FLORIDA,FIRST OF OCT,220000.0,,,,,,,
2015,FLORIDA,JAN THRU MAR,,13.0,0.8,5.1,8.9,13.5,4.4,22.3
2015,FLORIDA,JUL THRU SEP,,16.0,6.7,21.9,22.9,21.7,3.4,39.5
2015,FLORIDA,MARKETING YEAR,220000.0,,,,,,,
2015,FLORIDA,OCT THRU DEC,,14.0,2.5,3.0,6.8,18.4,4.2,27.3
2015,GEORGIA,APR THRU JUN,,19.0,2.9,11.5,28.7,17.5,4.1,52.8
2015,GEORGIA,FIRST OF APR,114000.0,,,,,,,
2015,GEORGIA,FIRST OF JAN,104000.0,,,,,,,
2015,GEORGIA,FIRST OF JUL,108000.0,,,,,,,
2015,GEORGIA,FIRST OF OCT,110000.0,,,,,,,
2015,GEORGIA,JAN THRU MAR,,14.0,3.3,4.8,2.6,4.9,10.5,6.2
2015,GEORGIA,JUL THRU SEP,,12.0,3.6,8.9,21.2,16.2,3.6,47.6
2015,GEORGIA,MARKETING YEAR,69000.0,,,,,,,
2015,GEORGIA,OCT THRU DEC,,15.0,5.3,3.7,4.5,13.9,1.3,43.5
2015,HAWAII,APR THRU JUN,,1.0,0.3,3.2,0.1,61.0,0.1,60.1
2015,HAWAII,FIRST OF APR,13500.0,,,,,,,
2015,HAWAII,FIRST OF JAN,10500.0,,,,,,,
2015,HAWAII,FIRST OF JUL,14500.0,,,,,,,
2015,HAWAII,FIRST OF OCT,13000.0,,,,,,,
2015,HAWAII,JAN THRU MAR,,4.0,1.6,2.0,0.0,37.7,0.0,38.8
2015,HAWAII,JUL THRU SEP,,19.0,0.1,2.5,0.1,80.5,0.0,78.1
2015,HAWAII,MARKETING YEAR,16000.0,,,,,,,
2015,HAWAII,OCT THRU DEC,,5.0,0.2,0.0,0.0,33.9,0.0,31.0
2015,IDAHO,APR THRU JUN,,9.0,6.5,13.7,6.0,6.7,0.3,25.5
2015,IDAHO,FIRST OF APR,62000.0,,,,,,,
2015,IDAHO,FIRST OF JAN,81000.0,,,,,,,
2015,IDAHO,FIRST OF JUL,80000.0,,,,,,,
2015,IDAHO,FIRST OF OCT,121000.0,,,,,,,
2015,IDAHO,JAN THRU MAR,,4.0,12.5,8.9,4.8,6.7,4.9,39.8
2015,IDAHO,JUL THRU SEP,,11.0,1.7,2.2,10.0,5.2,6.4,46.8
2015,IDAHO,MARKETING YEAR,89000.0,,,,,,,
2015,IDAHO,OCT THRU DEC,,15.0,4.3,2.8,4.0,0.6,4.5,38.9
2015,ILLINOIS,APR THRU JUN,,14.0,0.2,2.3,2.5,3.7,2.4,10.3
2015,ILLINOIS,FIRST OF APR,9500.0,,,,,,,
2015,ILLINOIS,FIRST OF JAN,6000.0,,,,,,,
2015,ILLINOIS,FIRST OF JUL,14000.0,,,,,,,
2015,ILLINOIS,FIRST OF OCT,14000.0,,,,,,,
2015,ILLINOIS,JAN THRU MAR,,40.0,0.7,12.6,0.4,6.9,11.6,12.3
2015,ILLINOIS,JUL THRU SEP,,10.0,0.6,3.4,0.4,3.0,1.0,7.7
2015,ILLINOIS,MARKETING YEAR,8000.0,,,,,,,
2015,ILLINOIS,OCT THRU DEC,,5.0,0.3,1.0,0.9,2.5,3.1,9.4
2015,INDIANA,APR THRU JUN,,10.0,7.0,4.4,0.5,1.8,2.0,15.4
2015,INDIANA,FIRST OF APR,8000.0,,,,,,,
2015,INDIANA,FIRST OF JAN,9000.0,,,,,,,
2015,INDIANA,FIRST OF JUL,15000.0,,,,,,,
2015,INDIANA,FIRST OF OCT,11500.0,,,,,,,
2015,INDIANA,JAN THRU MAR,,22.0,0.2,22.3,0.3,0.3,11.7,20.7
2015,INDIANA,JUL THRU SEP,,11.0,4.8,1.0,8.2,10.3,6.2,13.7
2015,INDIANA,MARKETING YEAR,6000.0,,,,,,,
2015,INDIANA,OCT THRU DEC,,10.0,6.3,0.6,0.1,0.5,3.7,15.1
2015,IOWA,APR THRU JUN,,6.0,2.9,2.7,7.8,5.1,1.9,21.5
2015,IOWA,FIRST OF APR,12500.0,,,,,,,
2015,IOWA,FIRST OF JAN,12500.0,,,,,,,
2015,IOWA,FIRST OF JUL,29000.0,,,,,,,
2015,IOWA,FIRST OF OCT,35000.0,,,,,,,
2015,IOWA,JAN THRU MAR,,18.0,4.6,18.0,3.4,0.7,3.4,26.0
2015,IOWA,JUL THRU SEP,,8.0,0.1,5.6,4.7,5.8,3.4,17.4
2015,IOWA,MARKETING YEAR,36000.0,,,,,,,
2015,IOWA,OCT THRU DEC,,12.0,0.6,24.8,6.4,0.9,1.4,53.4
2015,KANSAS,APR THRU JUN,,10.0,0.9,3.5,0.1,2.4,4.9,14.4
2015,KANSAS,FIRST OF APR,6000.0,,,,,,,
2015,KANSAS,FIRST OF JAN,4600.0,,,,,,,
2015,KANSAS,FIRST OF JUL,9000.0,,,,,,,
2015,KANSAS,FIRST OF OCT,8500.0,,,,,,,
2015,KANSAS,JAN THRU MAR,,23.0,1.1,9.5,14.2,1.3,3.4,32.7
2015,KANSAS,JUL THRU SEP,,11.0,0.2,14.8,14.1,16.2,1.7,22.5
2015,KANSAS,MARKETING YEAR,8000.0,,,,,,,
2015,KANSAS,OCT THRU DEC,,40.0,0.2,33.9,25.1,24.8,19.0,44.5
2015,KENTUCKY,APR THRU JUN,,12.0,5.3,9.5,1.8,18.2,2.9,21.7
2015,KENTUCKY,FIRST OF APR,7500.0,,,,,,,
2015,KENTUCKY,FIRST OF JAN,7500.0,,,,,,,
2015,KENTUCKY,FIRST OF JUL,10000.0,,,,,,,
2015,KENTUCKY,FIRST OF OCT,8500.0,,,,,,,
2015,KENTUCKY,JAN THRU MAR,,39.0,2.5,22.7,2.5,10.7,12.9,10.8
2015,KENTUCKY,JUL THRU SEP,,13.0,1.2,9.0,6.5,11.3,2.0,40.4
2015,KENTUCKY,MARKETING YEAR,5000.0,,,,,,,
2015,KENTUCKY,OCT THRU DEC,,13.0,0.4,7.2,9.8,14.8,1.7,22.2
2015,LOUISIANA,APR THRU JUN,,4.0,0.2,5.0,1.1,3.7,0.5,36.4
2015,LOUISIANA,FIRST OF APR,44000.0,,,,,,,
2015,LOUISIANA,FIRST OF JAN,51000.0,,,,,,,
2015,LOUISIANA,FIRST OF JUL,50000.0,,,,,,,
2015,LOUISIANA,FIRST OF OCT,55000.0,,,,,,,
2015,LOUISIANA,JAN THRU MAR,,16.0,4.3,3.1,1.7,4.7,2.1,17.2
2015,LOUISIANA,JUL THRU SEP,,4.0,0.0,3.0,1.6,2.3,0.2,25.9
2015,LOUISIANA,MARKETING YEAR,44000.0,,,,,,,
2015,LOUISIANA,OCT THRU DEC,,7.0,0.0,2.4,0.6,1.0,0.2,10.9
2015,MAINE,APR THRU JUN,,11.0,0.1,0.5,34.5,34.5,0.1,72.1
2015,MAINE,FIRST OF APR,4600.0,,,,,,,
2015,MAINE,FIRST OF JAN,3100.0,,,,,,,
2015,MAINE,FIRST OF JUL,6000.0,,,,,,,
2015,MAINE,FIRST OF OCT,4700.0,,,,,,,
2015,MAINE,JAN THRU MAR,,6.0,0.0,7.5,0.0,0.1,1.9,4.4
2015,MAINE,JUL THRU SEP,,8.0,13.2,2.6,0.0,3.4,7.8,9.9
2015,MAINE,MARKETING YEAR,10000.0,,,,,,,
2015,MAINE,OCT THRU DEC,,1.0,0.0,0.1,0.0,0.2,0.4,18.0
2015,MARYLAND,APR THRU JUN,,3.0,0.2,1.6,2.5,1.3,1.5,4.9
2015,MARYLAND,FIRST OF APR,8000.0,,,,,,,
2015,MARYLAND,FIRST OF JAN,7500.0,,,,,,,
2015,MARYLAND,FIRST OF JUL,7000.0,,,,,,,
2015,MARYLAND,FIRST OF OCT,7500.0,,,,,,,
2015,MARYLAND,JAN THRU MAR,,41.0,0.4,24.2,0.0,1.8,12.4,10.1
2015,MARYLAND,JUL THRU SEP,,9.0,2.9,7.1,22.8,19.1,2.0,26.9
2015,MARYLAND,OCT THRU DEC,,8.0,0.1,0.2,0.0,2.0,4.3,5.6
2015,MASSACHUSETTS,APR THRU JUN,,2.0,0.2,4.4,61.8,61.7,3.1,66.8
2015,MASSACHUSETTS,FIRST OF APR,4100.0,,,,,,,
2015,MASSACHUSETTS,FIRST OF JAN,2900.0,,,,,,,
2015,MASSACHUSETTS,FIRST OF JUL,7500.0,,,,,,,
2015,MASSACHUSETTS,FIRST OF OCT,4500.0,,,,,,,
2015,MASSACHUSETTS,JAN THRU MAR,,22.0,2.1,7.6,2.8,3.5,4.7,23.5
2015,MASSACHUSETTS,JUL THRU SEP,,8.0,0.4,2.5,2.1,2.9,0.3,16.3
2015,MASSACHUSETTS,OCT THRU DEC,,6.0,6.2,2.6,1.9,1.6,1.1,31.4
2015,MICHIGAN,APR THRU JUN,,11.0,0.6,16.4,9.1,13.0,3.1,26.9
2015,MICHIGAN,FIRST OF APR,58000.0,,,,,,,
2015,MICHIGAN,FIRST OF JAN,16500.0,,,,,,,
2015,MICHIGAN,FIRST OF JUL,89000.0,,,,,,,
2015,MICHIGAN,FIRST OF OCT,67000.0,,,,,,,
2015,MICHIGAN,JAN THRU MAR,,19.0,1.1,8.3,1.6,3.1,4.6,14.3
2015,MICHIGAN,JUL THRU SEP,,8.0,7.3,1.8,13.7,16.3,8.8,44.6
2015,MICHIGAN,MARKETING YEAR,90000.0,,,,,,,
2015,MICHIGAN,OCT THRU DEC,,12.0,0.0,3.2,4.1,4.1,3.7,30.2
2015,MINNESOTA,APR THRU JUN,,10.0,1.4,10.1,16.5,6.2,9.3,25.4
2015,MINNESOTA,FIRST OF APR,71000.0,,,,,,,
2015,MINNESOTA,FIRST OF JAN,28000.0,,,,,,,
2015,MINNESOTA,FIRST OF JUL,133000.0,,,,,,,
2015,MINNESOTA,FIRST OF OCT,104000.0,,,,,,,
2015,MINNESOTA,JAN THRU MAR,,5.0,0.0,1.6,0.1,0.1,2.1,1.4
2015,MINNESOTA,JUL THRU SEP,,24.0,7.4,7.0,27.4,14.6,7.2,33.3
2015,MINNESOTA,MARKETING YEAR,122000.0,,,,,,,
2015,MINNESOTA,OCT THRU DEC,,10.0,8.4,3.8,25.0,8.7,8.9,43.6
2015,MISSISSIPPI,APR THRU JUN,,12.0,0.3,2.3,0.1,6.0,1.7,10.1
2015,MISSISSIPPI,FIRST OF APR,89000.0,,,,,,,
2015,MISSISSIPPI,FIRST OF JAN,34000.0,,,,,,,
2015,MISSISSIPPI,FIRST OF JUL,23000.0,,,,,,,
2015,MISSISSIPPI,FIRST OF OCT,31000.0,,,,,,,
2015,MISSISSIPPI,JAN THRU MAR,,11.0,0.1,1.2,2.1,8.2,1.1,9.4
2015,MISSISSIPPI,JUL THRU SEP,,10.0,0.0,3.8,1.1,2.2,1.4,45.5
2015,MISSISSIPPI,MARKETING YEAR,15000.0,,,,,,,
2015,MISSISSIPPI,OCT THRU DEC,,4.0,0.3,0.7,0.0,2.5,1.3,10.6
2015,MISSOURI,APR THRU JUN,,4.0,3.1,1.0,1.6,6.2,7.4,5.1
2015,MISSOURI,FIRST OF APR,11500.0,,,,,,,
2015,MISSOURI,FIRST OF JAN,12000.0,,,,,,,
2015,MISSOURI,FIRST OF JUL,14000.0,,,,,,,
2015,MISSOURI,FIRST OF OCT,13500.0,,,,,,,
2015,MISSOURI,JAN THRU MAR,,15.0,2.2,11.8,4.2,6.0,6.3,13.1
2015,MISSOURI,JUL THRU SEP,,9.0,3.0,2.1,2.0,11.7,1.4,11.1
2015,MISSOURI,MARKETING YEAR,10000.0,,,,,,,
2015,MISSOURI,OCT THRU DEC,,5.0,3.3,0.8,0.1,6.0,1.5,2.8
2015,MONTANA,APR THRU JUN,,2.0,0.8,1.6,5.3,0.9,0.0,9.0
2015,MONTANA,FIRST OF APR,36000.0,,,,,,,
2015,MONTANA,FIRST OF JAN,8500.0,,,,,,,
2015,MONTANA,FIRST OF JUL,140000.0,,,,,,,
2015,MONTANA,FIRST OF OCT,116000.0,,,,,,,
2015,MONTANA,JAN THRU MAR,,6.0,0.6,2.3,0.8,0.5,7.9,8.7
2015,MONTANA,JUL THRU SEP,,7.0,10.7,6.4,2.3,16.4,5.3,52.5
2015,MONTANA,MARKETING YEAR,146000.0,,,,,,,
2015,MONTANA,OCT THRU DEC,,8.0,14.4,3.2,11.4,19.8,13.9,35.5
2015,NEBRASKA,APR THRU JUN,,6.0,0.0,2.1,1.4,6.9,1.5,6.5
2015,NEBRASKA,FIRST OF APR,29000.0,,,,,,,
2015,NEBRASKA,FIRST OF JAN,10000.0,,,,,,,
2015,NEBRASKA,FIRST OF JUL,67000.0,,,,,,,
2015,NEBRASKA,FIRST OF OCT,72000.0,,,,,,,
2015,NEBRASKA,JAN THRU MAR,,8.0,0.1,0.3,0.5,0.1,3.0,5.9
2015,NEBRASKA,JUL THRU SEP,,8.0,10.9,4.6,13.2,10.3,4.3,33.2
2015,NEBRASKA,MARKETING YEAR,57000.0,,,,,,,
2015,NEBRASKA,OCT THRU DEC,,10.0,0.2,0.4,0.3,0.0,1.7,15.5
2015,NEW JERSEY,APR THRU JUN,,10.0,0.3,1.0,26.1,3.6,2.4,52.5
2015,NEW JERSEY,FIRST OF APR,8500.0,,,,,,,
2015,NEW JERSEY,FIRST OF JAN,6000.0,,,,,,,
2015,NEW JERSEY,FIRST OF JUL,18500.0,,,,,,,
2015,NEW JERSEY,FIRST OF OCT,8000.0,,,,,,,
2015,NEW JERSEY,JAN THRU MAR,,12.0,30.4,19.5,11.1,13.2,16.7,40.1
2015,NEW JERSEY,JUL THRU SEP,,1.0,0.1,1.1,0.0,1.0,0.7,7.2
2015,NEW JERSEY,MARKETING YEAR,12000.0,,,,,,,
2015,NEW JERSEY,OCT THRU DEC,,3.0,0.0,0.4,0.4,2.2,1.2,7.7
2015,NEW MEXICO,APR THRU JUN,,12.0,15.5,0.4,5.9,0.0,2.7,38.8
2015,NEW MEXICO,FIRST OF APR,6500.0,,,,,,,
2015,NEW MEXICO,FIRST OF JAN,7000.0,,,,,,,
2015,NEW MEXICO,FIRST OF JUL,6500.0,,,,,,,
2015,NEW MEXICO,FIRST OF OCT,6000.0,,,,,,,
2015,NEW MEXICO,JAN THRU MAR,,10.0,0.0,1.3,0.2,0.1,0.4,17.1
2015,NEW MEXICO,JUL THRU SEP,,25.0,55.0,55.5,58.0,55.0,0.7,61.2
2015,NEW MEXICO,OCT THRU DEC,,5.0,0.2,0.6,8.4,0.3,1.7,30.9
2015,NEW YORK,APR THRU JUN,,3.0,4.5,3.3,4.4,12.5,1.1,19.1
2015,NEW YORK,FIRST OF APR,24000.0,,,,,,,
2015,NEW YORK,FIRST OF JAN,27000.0,,,,,,,
2015,NEW YORK,FIRST OF JUL,44000.0,,,,,,,
2015,NEW YORK,FIRST OF OCT,45000.0,,,,,,,
2015,NEW YORK,JAN THRU MAR,,22.0,0.5,12.4,4.4,2.6,8.3,7.6
2015,NEW YORK,JUL THRU SEP,,14.0,5.7,8.8,17.1,14.3,1.5,40.0
2015,NEW YORK,MARKETING YEAR,58000.0,,,,,,,
2015,NEW YORK,OCT THRU DEC,,9.0,0.8,0.4,0.9,2.2,6.2,24.5
2015,NORTH CAROLINA,APR THRU JUN,,8.0,0.3,5.8,3.5,14.3,3.0,51.0
2015,NORTH CAROLINA,FIRST OF APR,19500.0,,,,,,,
2015,NORTH CAROLINA,FIRST OF JAN,24000.0,,,,,,,
2015,NORTH CAROLINA,FIRST OF JUL,24000.0,,,,,,,
2015,NORTH CAROLINA,FIRST OF OCT,22000.0,,,,,,,
2015,NORTH CAROLINA,JAN THRU MAR,,27.0,0.1,6.2,22.9,2.3,12.2,35.5
2015,NORTH CAROLINA,JUL THRU SEP,,12.0,0.7,5.7,7.5,27.9,8.5,33.9
2015,NORTH CAROLINA,MARKETING YEAR,12000.0,,,,,,,
2015,NORTH CAROLINA,OCT THRU DEC,,10.0,0.5,5.4,0.4,3.4,3.4,9.6
2015,NORTH DAKOTA,APR THRU JUN,,6.0,0.1,4.6,4.3,3.0,0.3,15.5
2015,NORTH DAKOTA,FIRST OF APR,121000.0,,,,,,,
2015,NORTH DAKOTA,FIRST OF JAN,57000.0,,,,,,,
2015,NORTH DAKOTA,FIRST OF JUL,460000.0,,,,,,,
2015,NORTH DAKOTA,FIRST OF OCT,230000.0,,,,,,,
2015,NORTH DAKOTA,JAN THRU MAR,,1.0,0.0,2.5,0.0,1.7,0.1,1.7
2015,NORTH DAKOTA,JUL THRU SEP,,19.0,8.1,4.1,12.3,15.5,3.7,33.8
2015,NORTH DAKOTA,MARKETING YEAR,490000.0,,,,,,,
2015,NORTH DAKOTA,OCT THRU DEC,,13.0,1.8,3.7,1.5,2.3,2.1,10.8
2015,OHIO,APR THRU JUN,,11.0,3.0,11.2,11.9,4.1,29.0,15.8
2015,OHIO,FIRST OF APR,17500.0,,,,,,,
2015,OHIO,FIRST OF JAN,18000.0,,,,,,,
2015,OHIO,FIRST OF JUL,23000.0,,,,,,,
2015,OHIO,FIRST OF OCT,19000.0,,,,,,,
2015,OHIO,JAN THRU MAR,,48.0,1.0,17.8,3.0,1.6,3.1,10.7
2015,OHIO,JUL THRU SEP,,8.0,0.6,1.6,23.4,8.0,1.7,30.7
2015,OHIO,MARKETING YEAR,17000.0,,,,,,,
2015,OHIO,OCT THRU DEC,,13.0,2.0,14.5,7.3,8.8,2.1,36.3
2015,OKLAHOMA,APR THRU JUN,,8.0,0.0,7.0,0.1,6.3,1.9,66.1
2015,OKLAHOMA,FIRST OF APR,25000.0,,,,,,,
2015,OKLAHOMA,FIRST OF JAN,9500.0,,,,,,,
2015,OKLAHOMA,FIRST OF JUL,19500.0,,,,,,,
2015,OKLAHOMA,FIRST OF OCT,5000.0,,,,,,,
2015,OKLAHOMA,JAN THRU MAR,,23.0,0.5,2.1,0.0,10.1,2.9,14.5
2015,OKLAHOMA,JUL THRU SEP,,1.0,0.1,0.6,0.1,2.3,0.4,1.6
2015,OKLAHOMA,OCT THRU DEC,,7.0,0.1,1.3,0.1,4.5,2.5,2.8
2015,OREGON,APR THRU JUN,,6.0,13.2,5.8,16.0,20.9,0.4,39.3
2015,OREGON,FIRST OF APR,82000.0,,,,,,,
2015,OREGON,FIRST OF JAN,77000.0,,,,,,,
2015,OREGON,FIRST OF JUL,68000.0,,,,,,,
2015,OREGON,FIRST OF OCT,100000.0,,,,,,,
2015,OREGON,JAN THRU MAR,,8.0,0.4,1.6,0.6,2.0,1.1,20.2
2015,OREGON,JUL THRU SEP,,9.0,5.2,4.8,3.1,20.8,3.8,56.0
2015,OREGON,MARKETING YEAR,71000.0,,,,,,,
2015,OREGON,OCT THRU DEC,,8.0,1.5,1.7,1.5,1.3,1.5,16.4
2015,PENNSYLVANIA,APR THRU JUN,,8.0,2.6,6.7,1.6,5.8,2.1,11.4
2015,PENNSYLVANIA,FIRST OF APR,15500.0,,,,,,,
2015,PENNSYLVANIA,FIRST OF JAN,14000.0,,,,,,,
2015,PENNSYLVANIA,FIRST OF JUL,25000.0,,,,,,,
2015,PENNSYLVANIA,FIRST OF OCT,22000.0,,,,,,,
2015,PENNSYLVANIA,JAN THRU MAR,,31.0,1.9,17.8,1.9,6.3,6.3,28.1
2015,PENNSYLVANIA,JUL THRU SEP,,7.0,3.7,7.2,5.1,11.3,0.8,45.1
2015,PENNSYLVANIA,MARKETING YEAR,17000.0,,,,,,,
2015,PENNSYLVANIA,OCT THRU DEC,,11.0,1.0,0.8,0.3,4.3,1.0,32.2
2015,SOUTH CAROLINA,APR THRU JUN,,5.0,0.5,3.7,1.4,5.4,0.7,29.9
2015,SOUTH CAROLINA,FIRST OF APR,17500.0,,,,,,,
2015,SOUTH CAROLINA,FIRST OF JAN,17000.0,,,,,,,
2015,SOUTH CAROLINA,FIRST OF JUL,12000.0,,,,,,,
2015,SOUTH CAROLINA,FIRST OF OCT,10000.0,,,,,,,
2015,SOUTH CAROLINA,JAN THRU MAR,,15.0,0.2,3.6,0.3,2.3,2.9,10.5
2015,SOUTH CAROLINA,JUL THRU SEP,,17.0,18.3,3.9,14.7,31.0,3.0,58.4
2015,SOUTH CAROLINA,MARKETING YEAR,14000.0,,,,,,,
2015,SOUTH CAROLINA,OCT THRU DEC,,13.0,0.4,5.8,1.7,2.9,0.0,14.2
2015,SOUTH DAKOTA,APR THRU JUN,,7.0,1.8,1.4,2.0,11.1,1.5,9.8
2015,SOUTH DAKOTA,FIRST OF APR,100000.0,,,,,,,
2015,SOUTH DAKOTA,FIRST OF JAN,50000.0,,,,,,,
2015,SOUTH DAKOTA,FIRST OF JUL,295000.0,,,,,,,
2015,SOUTH DAKOTA,FIRST OF OCT,194000.0,,,,,,,
2015,SOUTH DAKOTA,JAN THRU MAR,,5.0,0.3,1.2,0.5,0.9,1.8,1.2
2015,SOUTH DAKOTA,JUL THRU SEP,,18.0,2.0,1.9,7.1,7.3,5.7,22.0
2015,SOUTH DAKOTA,MARKETING YEAR,290000.0,,,,,,,
2015,SOUTH DAKOTA,OCT THRU DEC,,4.0,1.9,2.4,7.1,3.0,4.1,16.8
2015,TENNESSEE,APR THRU JUN,,10.0,1.8,2.6,9.8,26.3,3.0,47.8
2015,TENNESSEE,FIRST OF APR,7500.0,,,,,,,
2015,TENNESSEE,FIRST OF JAN,9500.0,,,,,,,
2015,TENNESSEE,FIRST OF JUL,10000.0,,,,,,,
2015,TENNESSEE,FIRST OF OCT,8500.0,,,,,,,
2015,TENNESSEE,JAN THRU MAR,,21.0,0.0,13.0,0.0,17.1,4.4,22.2
2015,TENNESSEE,JUL THRU SEP,,12.0,0.5,2.2,4.8,38.4,1.0,50.8
2015,TENNESSEE,MARKETING YEAR,7000.0,,,,,,,
2015,TENNESSEE,OCT THRU DEC,,11.0,0.0,7.1,4.6,28.3,3.6,43.6
2015,TEXAS,APR THRU JUN,,11.0,2.5,7.4,6.6,22.9,3.0,19.3
2015,TEXAS,FIRST OF APR,305000.0,,,,,,,
2015,TEXAS,FIRST OF JAN,191000.0,,,,,,,
